0,1,2,3
0.0,57.0,24.0,0.21454545454545457
0.0,57.0,41.0,0.2813688212927757
0.0,57.0,54.0,0.19708029197080296
0.0,57.0,94.0,0.2508361204013378
0.0,57.0,101.0,0.2735184417737257
0.0,57.0,133.0,0.22932330827067668
0.0,58.0,31.0,0.3454545454545454
0.0,58.0,42.0,0.28828828828828834
0.0,58.0,43.0,0.29661016949152547
0.0,58.0,51.0,0.36633663366336633
0.0,58.0,55.0,0.38888888888888884
0.0,59.0,6.0,0.0
0.0,59.0,14.0,0.02479338842975204
0.0,59.0,68.0,0.008130081300812997
0.0,59.0,79.0,0.023622047244094446
0.0,59.0,96.0,0.016666666666666663
0.0,59.0,108.0,0.024193548387096808
0.0,59.0,157.0,0.0
0.0,59.0,164.0,0.05042016806722688
0.0,60.0,32.0,0.326530612244898
0.0,60.0,79.0,0.5777777777777777
0.0,60.0,96.0,0.32786885245901654
0.0,61.0,2.0,0.3965517241379311
0.0,61.0,18.0,0.42105263157894746
0.0,61.0,43.0,0.3873873873873874
0.0,61.0,103.0,0.40517241379310354
0.0,61.0,118.0,0.43119266055045885
0.0,61.0,146.0,0.3965517241379311
0.0,61.0,153.0,0.4
0.0,61.0,154.0,0.39830508474576276
0.0,62.0,21.0,0.8712121212121211
0.0,62.0,25.0,0.850909090909091
0.0,62.0,36.0,0.8284671532846716
0.0,62.0,39.0,0.8049242424242424
0.0,62.0,77.0,0.8473282442748091
0.0,62.0,123.0,0.8549618320610687
0.0,62.0,126.0,0.8030303030303032
0.0,62.0,131.0,0.8315018315018313
0.0,62.0,143.0,1.0
0.0,63.0,28.0,0.0
0.0,63.0,29.0,0.0
0.0,63.0,127.0,0.0
0.0,64.0,4.0,0.4752475247524752
0.0,64.0,59.0,0.3980582524271844
0.0,64.0,80.0,0.4653465346534653
0.0,64.0,85.0,0.4716981132075472
0.0,64.0,130.0,0.4807692307692307
0.0,64.0,162.0,0.42857142857142866
0.0,65.0,7.0,0.3333333333333333
0.0,65.0,17.0,0.37155963302752293
0.0,65.0,78.0,0.38222222222222224
0.0,65.0,87.0,0.3755868544600939
0.0,65.0,90.0,0.4154589371980676
0.0,65.0,167.0,0.43388429752066116
0.0,66.0,1.0,0.1999999999999999
0.0,66.0,27.0,0.527027027027027
0.0,66.0,66.0,0.33108108108108103
0.0,66.0,69.0,0.08609271523178808
0.0,66.0,100.0,0.37414965986394555
0.0,66.0,110.0,0.6939890710382514
0.0,67.0,14.0,0.0
0.0,67.0,112.0,0.0
0.0,67.0,144.0,0.0
0.0,68.0,8.0,0.0
0.0,68.0,22.0,0.0
0.0,68.0,30.0,0.0
0.0,68.0,38.0,0.0
0.0,69.0,24.0,0.2941176470588235
0.0,69.0,107.0,0.1341463414634147
0.0,70.0,7.0,0.5543478260869565
0.0,70.0,17.0,0.5087719298245614
0.0,70.0,63.0,0.4866071428571428
0.0,70.0,87.0,0.4856459330143542
0.0,70.0,90.0,0.5021929824561403
0.0,70.0,167.0,0.5305676855895196
0.0,71.0,56.0,0.0
0.0,71.0,109.0,0.40557939914163094
0.0,72.0,61.0,0.0
0.0,72.0,74.0,0.06644518272425248
0.0,72.0,84.0,0.048109965635738855
0.0,72.0,112.0,0.06920415224913495
0.0,72.0,113.0,0.024221453287197214
0.0,72.0,144.0,0.07036395147313693
0.0,73.0,24.0,0.0
0.0,73.0,41.0,0.0
0.0,73.0,54.0,0.0
0.0,73.0,94.0,0.0
0.0,73.0,101.0,0.0
0.0,73.0,107.0,0.0
0.0,73.0,133.0,0.0
0.0,74.0,47.0,0.0
0.0,75.0,52.0,0.0
0.0,75.0,71.0,0.0847457627118644
0.0,75.0,89.0,0.0
0.0,75.0,95.0,0.0
0.0,75.0,106.0,0.2115384615384615
0.0,75.0,129.0,0.0
0.0,75.0,132.0,0.0
0.0,76.0,52.0,0.06666666666666676
0.0,76.0,69.0,0.19879518072289154
0.0,76.0,71.0,0.03144654088050319
0.0,76.0,81.0,0.3258928571428571
0.0,76.0,89.0,0.1257861635220126
0.0,76.0,106.0,0.024242424242424232
0.0,76.0,117.0,0.31818181818181823
0.0,76.0,129.0,0.056410256410256404
0.0,77.0,121.0,0.006369426751592355
0.0,78.0,45.0,0.0
0.0,78.0,57.0,0.013513513513513598
0.0,78.0,62.0,0.0
0.0,78.0,119.0,0.0
0.0,78.0,124.0,0.0
0.0,78.0,165.0,0.0
0.0,79.0,9.0,0.40589198036006546
0.0,79.0,34.0,0.04651162790697677
0.0,79.0,48.0,0.12999999999999995
0.0,79.0,52.0,0.0
0.0,79.0,65.0,0.17054263565891473
0.0,79.0,69.0,0.0
0.0,79.0,81.0,0.02884615384615391
0.0,79.0,95.0,0.06493506493506494
0.0,79.0,105.0,0.22368421052631582
0.0,79.0,106.0,0.22535211267605643
0.0,79.0,111.0,0.22077922077922077
0.0,79.0,129.0,0.0
0.0,80.0,101.0,0.783085356303837
0.0,80.0,133.0,0.8670886075949367
0.0,80.0,163.0,0.8843537414965985
0.0,80.0,169.0,0.7481629926519706
0.0,81.0,9.0,0.5093399750933998
0.0,81.0,34.0,0.0
0.0,81.0,48.0,0.16216216216216217
0.0,81.0,52.0,0.0
0.0,81.0,65.0,0.13513513513513514
0.0,81.0,67.0,0.15789473684210525
0.0,81.0,69.0,0.13888888888888887
0.0,81.0,81.0,0.10294117647058823
0.0,81.0,95.0,0.0
0.0,81.0,105.0,0.08450704225352113
0.0,81.0,110.0,0.13333333333333333
0.0,81.0,111.0,0.24096385542168677
0.0,81.0,129.0,0.24000000000000002
0.0,82.0,52.0,0.4062499999999999
0.0,82.0,53.0,0.4248101265822785
0.0,82.0,69.0,0.26025791324736225
0.0,82.0,89.0,0.25031250000000005
0.0,82.0,117.0,0.3644927536231884
0.0,82.0,129.0,0.2726500909642207
0.0,83.0,3.0,0.00952380952380949
0.0,83.0,50.0,0.06306306306306331
0.0,83.0,72.0,0.05509641873278248
0.0,83.0,76.0,0.07446808510638281
0.0,83.0,83.0,0.028037383177569986
0.0,83.0,114.0,0.05660377358490565
0.0,83.0,140.0,0.036363636363636376
0.0,83.0,145.0,0.04504504504504525
0.0,83.0,159.0,0.15000000000000013
0.0,83.0,172.0,0.05982905982905984
0.0,84.0,15.0,0.5714285714285714
0.0,84.0,84.0,0.5799086757990869
0.0,84.0,112.0,0.6009174311926605
0.0,84.0,144.0,0.9999999999999999
0.0,85.0,14.0,0.0
0.0,85.0,108.0,0.0
0.0,85.0,144.0,0.0
0.0,86.0,13.0,0.04580152671755722
0.0,86.0,16.0,0.0
0.0,86.0,20.0,0.0
0.0,86.0,35.0,0.0
0.0,86.0,45.0,0.0
0.0,86.0,57.0,0.0
0.0,86.0,62.0,0.0
0.0,86.0,119.0,0.0
0.0,86.0,124.0,0.0
0.0,86.0,142.0,0.0
0.0,86.0,149.0,0.0
0.0,86.0,158.0,0.0
0.0,87.0,0.0,0.04081632653061218
0.0,87.0,58.0,0.0
0.0,87.0,64.0,0.04081632653061218
0.0,87.0,99.0,0.04081632653061218
0.0,87.0,120.0,0.02083333333333337
0.0,87.0,137.0,0.04081632653061218
0.0,87.0,147.0,0.022727272727272707
0.0,87.0,156.0,0.11320754716981135
0.0,87.0,160.0,0.06000000000000005
0.0,88.0,1.0,0.36073825503355705
0.0,88.0,66.0,0.5749486652977414
0.0,88.0,69.0,0.34576271186440677
0.0,88.0,75.0,0.3731343283582089
0.0,88.0,100.0,0.4587155963302752
0.0,89.0,21.0,0.4838709677419355
0.0,89.0,23.0,0.5073529411764706
0.0,89.0,25.0,0.44360902255639095
0.0,89.0,36.0,0.423076923076923
0.0,89.0,77.0,0.42857142857142855
0.0,89.0,98.0,0.4609375
0.0,89.0,123.0,0.4772727272727273
0.0,89.0,143.0,0.5985401459854014
0.0,89.0,151.0,0.4461538461538461
0.0,90.0,12.0,0.4901960784313725
0.0,90.0,52.0,0.309090909090909
0.0,90.0,105.0,0.39622641509433965
0.0,90.0,111.0,0.42553191489361697
0.0,90.0,117.0,0.22641509433962254
0.0,90.0,129.0,0.06521739130434784
0.0,91.0,11.0,0.0
0.0,91.0,18.0,0.0
0.0,91.0,31.0,0.027624309392265206
0.0,91.0,42.0,0.0
0.0,91.0,51.0,0.0
0.0,91.0,55.0,0.0
0.0,91.0,103.0,0.0
0.0,91.0,118.0,0.0
0.0,91.0,146.0,0.0
0.0,91.0,153.0,0.0
0.0,92.0,104.0,0.5416666666666666
0.0,93.0,2.0,0.16822429906542058
0.0,93.0,153.0,0.2459016393442623
0.0,94.0,25.0,0.8160377358490565
0.0,94.0,36.0,0.6303317535545024
0.0,94.0,39.0,0.6051401869158878
0.0,94.0,126.0,1.0
0.0,95.0,28.0,0.030303030303030276
0.0,95.0,60.0,0.5730337078651685
0.0,95.0,116.0,0.6263736263736264
0.0,95.0,168.0,0.4107142857142856
0.0,96.0,28.0,0.0
0.0,96.0,60.0,0.0
0.0,96.0,116.0,0.0
0.0,97.0,28.0,0.0
0.0,97.0,29.0,0.0
0.0,97.0,49.0,0.0
0.0,97.0,73.0,0.0
0.0,97.0,82.0,0.0
0.0,97.0,86.0,0.05797101449275362
0.0,97.0,97.0,0.0
0.0,97.0,127.0,0.0
0.0,98.0,57.0,0.1728395061728395
0.0,98.0,61.0,0.13043478260869565
0.0,98.0,70.0,0.15702479338842976
0.0,99.0,24.0,0.0
0.0,99.0,41.0,0.0
0.0,99.0,54.0,0.0
0.0,99.0,133.0,0.0
0.0,100.0,29.0,0.07692307692307691
0.0,100.0,82.0,0.2894736842105263
0.0,100.0,86.0,0.5
0.0,100.0,97.0,0.484848484848485
0.0,100.0,115.0,0.0
0.0,100.0,166.0,0.08823529411764706
0.0,101.0,24.0,0.0
0.0,101.0,41.0,0.0
0.0,101.0,54.0,0.023999999999999966
0.0,101.0,94.0,0.0
0.0,101.0,101.0,0.0
0.0,101.0,107.0,0.0
0.0,102.0,101.0,1.0000000000000002
0.0,102.0,133.0,0.9999999999999998
0.0,102.0,141.0,0.8709677419354838
0.0,102.0,163.0,1.0
0.0,102.0,169.0,0.8544152744630071
0.0,103.0,47.0,0.4342105263157896
0.0,104.0,121.0,0.08000000000000002
0.0,105.0,94.0,0.39252336448598135
0.0,105.0,163.0,0.2792207792207792
0.0,106.0,0.0,0.4482758620689655
0.0,106.0,31.0,0.47183098591549305
0.0,106.0,42.0,0.5136986301369864
0.0,106.0,99.0,0.4620689655172414
0.0,106.0,152.0,0.4444444444444444
0.0,106.0,160.0,0.4066666666666666
0.0,107.0,3.0,0.20348837209302317
0.0,107.0,50.0,0.1690821256038646
0.0,107.0,72.0,0.1752522570366436
0.0,107.0,76.0,0.0993788819875776
0.0,107.0,83.0,0.16384180790960445
0.0,107.0,114.0,0.15172413793103456
0.0,107.0,140.0,0.06410256410256387
0.0,107.0,145.0,0.21714285714285708
0.0,107.0,159.0,0.17532467532467533
0.0,108.0,29.0,0.0
0.0,108.0,49.0,0.0
0.0,108.0,73.0,0.0
0.0,108.0,82.0,0.0
0.0,108.0,86.0,0.0
0.0,108.0,97.0,0.07499999999999996
0.0,108.0,115.0,0.02777777777777779
0.0,109.0,63.0,0.661764705882353
0.0,109.0,90.0,0.576271186440678
0.0,109.0,167.0,0.6986301369863013
0.0,110.0,11.0,0.0
0.0,110.0,18.0,0.0
0.0,110.0,31.0,0.0
0.0,110.0,42.0,0.0
0.0,110.0,51.0,0.007633587786259541
0.0,110.0,55.0,0.0078125
0.0,110.0,103.0,0.0
0.0,110.0,118.0,0.0
0.0,110.0,146.0,0.0
0.0,110.0,153.0,0.0153846153846154
0.0,111.0,0.0,0.31904761904761914
0.0,111.0,58.0,0.326923076923077
0.0,111.0,64.0,0.33495145631067974
0.0,111.0,99.0,0.3106796116504855
0.0,111.0,125.0,0.30243902439024395
0.0,111.0,135.0,0.33495145631067974
0.0,111.0,137.0,0.3285024154589372
0.0,111.0,156.0,0.32863849765258213
0.0,112.0,4.0,0.0
0.0,112.0,59.0,0.0
0.0,112.0,80.0,0.0
0.0,112.0,85.0,0.0
0.0,112.0,130.0,0.0
0.0,112.0,162.0,0.0
0.0,113.0,8.0,0.7402985074626864
0.0,113.0,22.0,0.7366946778711485
0.0,113.0,30.0,0.7962466487935658
0.0,113.0,38.0,0.7033898305084745
0.0,114.0,115.0,0.0
0.0,114.0,127.0,0.0
0.0,114.0,166.0,0.0
0.0,115.0,33.0,0.09999999999999998
0.0,115.0,44.0,0.0980392156862745
0.0,115.0,61.0,0.19999999999999996
0.0,115.0,70.0,0.18181818181818188
0.0,115.0,113.0,0.20000000000000007
0.0,115.0,134.0,0.14
0.0,116.0,29.0,0.039761431411530816
0.0,116.0,49.0,0.15686274509803919
0.0,116.0,73.0,0.0
0.0,116.0,82.0,0.0
0.0,116.0,86.0,0.0
0.0,116.0,97.0,0.0
0.0,116.0,115.0,0.0
0.0,116.0,127.0,0.0
0.0,117.0,7.0,0.5
0.0,117.0,17.0,0.5474683544303797
0.0,117.0,87.0,0.4475524475524476
0.0,117.0,167.0,0.5641025641025641
0.0,118.0,1.0,0.5476190476190476
0.0,118.0,9.0,0.8254716981132075
0.0,118.0,10.0,0.6551724137931034
0.0,118.0,27.0,0.6201550387596898
0.0,118.0,34.0,0.7831325301204819
0.0,118.0,52.0,0.8527131782945736
0.0,118.0,53.0,0.7142857142857143
0.0,118.0,66.0,0.8174603174603174
0.0,118.0,69.0,0.49629629629629624
0.0,118.0,81.0,0.6395348837209303
0.0,118.0,95.0,0.6388888888888888
0.0,118.0,100.0,0.8992248062015503
0.0,118.0,110.0,0.63768115942029
0.0,118.0,129.0,0.8492063492063492
0.0,119.0,21.0,0.9494382022471911
0.0,119.0,23.0,0.8633879781420765
0.0,119.0,25.0,0.8936170212765957
0.0,119.0,36.0,0.8969072164948455
0.0,119.0,39.0,0.9724719101123596
0.0,119.0,77.0,0.9071038251366119
0.0,119.0,123.0,0.9379310344827585
0.0,119.0,126.0,0.8661971830985915
0.0,119.0,131.0,0.9465240641711229
0.0,119.0,143.0,0.775609756097561
0.0,120.0,84.0,0.3819444444444444
0.0,121.0,7.0,0.7428571428571428
0.0,121.0,17.0,0.5234899328859061
0.0,121.0,63.0,0.5231788079470199
0.0,121.0,87.0,0.5906040268456376
0.0,121.0,90.0,0.5347222222222222
0.0,121.0,167.0,0.4791666666666666
0.0,122.0,43.0,0.059171597633136175
0.0,122.0,150.0,0.0
0.0,122.0,154.0,0.03409090909090906
0.0,123.0,9.0,0.3101736972704715
0.0,123.0,10.0,0.5394990366088632
0.0,123.0,34.0,0.5454545454545454
0.0,123.0,52.0,0.504950495049505
0.0,123.0,53.0,0.5739130434782608
0.0,123.0,67.0,0.2568807339449541
0.0,123.0,69.0,0.5772357723577236
0.0,123.0,81.0,0.22000000000000003
0.0,123.0,95.0,0.0505050505050505
0.0,123.0,105.0,0.33783783783783794
